tourist_name,tourist_country,topic,reviews,visit_date,tourist_type,reviewed_place
Lossano,"Sao Paulo, SP",Excellent service!!!!,"Outstanding service and concern to satisfy all your needs and requests. Highly recommend. Tanya was very kind and supportive with all my emails. The itinerary, hotels, restaurants were all carefully chosen by her.",15-Jan-19,Couples,Namutoni
lostinrome6,Rome,Definitely worth a visit,"The rock carvings are great and very interesting, and definitely worth a visit.  The only reason I do not give this an excellent rating, is the poor training of the local guides, who we were specifically told, when paying our entrance, had to be tipped as well.  Our guide had absolutely nothing to say about the carvings, except to identify which animals were involved, and if I was taking pictures and asked her to repeat it, I received a very disgusted look (after one time asking her to repeat information she refused to even talk if we were taking pictures).  There is an small museum with information at the entrance, but you don't necessarily think to visit it before your walk.  Surely the guides could go through a short training course in order to be able to answer basic questions.",2-Jul-12,Family,Okaukuejo waterhole
lottyh,"Vancouver, Canada",Dessert Tour for Cruise passengers,"We are a group of cruise passengers that went with Namibia Tours and Safari's for a day tour.  We had a blast climbing Dune 7 and also seeing Moonscape.  We also drove to see the 1,000 year -old plant which was awesome.  We were so comfortable in our vehicle, drinks were provided.  Our guides were very knowledgeable in the area and the wildlife.  We couldn't ask for  better guides.  How we wish we had an overnight stay in Namibia!  It was truly a memorable first visit for us in Namibia.  Thanks to Edward and his team who made it all possible for us.Two thumbs up for Namibia Tours and Safari's !!!!",30-Jun-14,Friends,Okaukuejo waterhole
Lottyloo,"Faro, Portugal",Good crafts but be aware of pick pockets.,We visited twice during our stay in Windhoek and purchased lots of nice little gifts to take home however our latest visit earlier today was blighted by a pick pocket who stole a mobile phone from my husbands pocket. Yes we should know better but we did spot him following some ladies and my husband sheilded then from him only to become a victim. Its very sad as we do love the place dont not go but be warned and guard you valuables.,23-Feb-19,Couples,Dune 45
louane90,"Lille, France","A place to see, fantastic opportunity for pictures too!","We arrived for the first guided tour in the morning. It is best to go explore by yourself after the guided tour so that you know already about the different houses that you visit. Saw a big snake track in one of them so be careful where you walk! The entire place is amazing for photographs, you can buy a special photography permit if you want to be there outside of the regular opening hours.",3-Oct-15,Couples,Onguma Bush Camp
LouCradd,"Birmingham, UK",Amazing,"After a day of wildlife spotting in Etosha National Park, we didnât think we could top the sights we had already seen during the day. We stayed one night in Okaukuejo in a clean but rather cramped double room. After dinner we wandered round to the waterhole to join the many other guests - and could not believe our eyes. We watched spellbound as elephants, rhinos - including one baby - and giraffe came to drink. Truly magical. Be sure to bring a warm sweater, binoculars and your camera.",28-Jul-18,Family,Okaukuejo waterhole
Louis W,"Durbanville, South Africa","Informative, interesting, friendly","Enjoyed our trip and guided tour at Kolmanskop. The guide new her story and all the details well. An hour tour, try to go when there aren't too many other people though.",1-May-16,Couples,Spitzkoppe
louisageary,"Cape Town Central, South Africa",A long held dream fulfilled,"I have been wanting to visit Kolmanskop for years and today we finally made it! We arrived at opening time on a misty morning. The soft, pearly light slowly brightened through our visit presenting a wonderful range of moods for the inevitable hundreds of photos taken. We didn't trouble ourselves with the guided tour, instead we roamed spellbound until hunger brought us back to our senses and we reluctantly left, vowing to return again.",22-Oct-14,Couples,Okaukuejo waterhole
Louise P,Chicago,Fantastic tour seeing the best Namibia has to offer. Will never forget it.,"We had a wonderful 5 hours with Winton as he took us on an adventure of a lifetime. We saw hundreds of pink flamingoes, one of the biggest salt mines in the world and traversed up, down and over the biggest sand dunes we have ever seen. Winton was at all times a competent driver and we amazed at his skills driving in the dunes. We were provided with a lovely lunch by the water and were really looked after. Winton was the most considerate and capable guide we could have asked for. This tour is up there with one of the best we have ever done.The little bottle of Namibian sand was a really thoughtful memento to take home to Australia. Thank you so much.",20-Apr-24,Couples,Okaukuejo waterhole
LouisM,"Ottawa, Canada",Fully satisfied by long distance service offered by Namibia Tours & Safaris,"We have used the services of NT&S to organize our trip to Botswana and Namibia.  NT&S agent Bianca was very receptive to our needs and provided us with packages that met our needs and budget.  All the safari camps in Botswana, and the lodging and the 4x4 vehicle for our self-drive in Namibia were excellent.  Even if we were in Canada we communicated with Bianca through email and Skype and everything turned out to be perfect!  We visited their office and met Bianca when we were in Swakopmund and we can confirm it is a very professional agency.",7-Dec-17,Couples,Okaukuejo waterhole
lourensm1365,"Prince Albert, South Africa",Good game veiwing at the Okaukuejo waterhole. About the only place you will see game in Etosha,"Horrendous roads, very bad condition. No game around the pans, better to stay in the camp at the waterhole.",1-Dec-19,Couples,Namutoni
louwroos,"Johannesburg, South Africa",A must see.,Eye opening to tech of yesteryear. Most beautiful surroundings and excellent example of innovation and luxury.,25-Apr-16,Family,Onguma Bush Camp
louying1987,"Tokyo, Japan",Amazing,well organized by our tour consultant Bonique who is quite professional and helpful. Our all fly-in tour both in Namibia and Botswana were so smooth and enjoyable. Strongly recommend this tour agency and will choose to organize future other tour for us as well.,27-Nov-18,Couples,Desert Explores
LoveScene,"Brisbane, Australia",Top Marks for a Top Experience,"This review is for a two week tour of NamibiaArriving in Africa what are the must sees and must experiences for your trip? You want to see Animals in the Wild, awe inspiring landscapes and 'touch' the spirit of the African people. If these are the attributes you want in a tour then 'Sense of Africa' will fulfill these desires. Your tour experience will rest on the quality of your guide and in our experience all the guides at 'Sense of Africa' were excellent but if your guide is Marc you will indeed be fortunate. Not only is Marc knowledgeable about the animals, he has an uncanny eye to spot them at a distance, but his love of Namibia and its history exudes from his being. Sense of Africa will provide you with a truly memorable experience.",17-May-24,Couples,Otjikoto Lake
lovetheunexpected,"Northwich, UK",A must see & do,"The park closes at sunset, of you don't have 4 wheel drive then you will need to use the NWR transport at the far end of the 60 km into the park (tarmaced) . This transport finishes at 4 o'clock for the return back so you need to factor this in. The walk out & up to deadvlei can easily be a couple of hours. So if you're not ealry birds & prefer the early evening light you need to consider these crucial time factors.It is worth it, totally amazing, hard work getting up there but the walk/run down is brilliant.",26-Oct-16,Couples,Namib Desert
LoveToTravel6444,"Greenville, SC",An Incredible 14 Day Trip Through Namibia and Victoria Falls,"We contacted Namibia Tours & Safaris back in late March, and they made an incredible 14-day trip throughout Namibia and to Victoria Falls happen for us in mid July. We were thrilled that they went above and beyond to plan our trip during busy season on relatively short notice. Over the trip, we visited Sossusvlei, Swakopmund, Damaraland, Etosha, and Na'ankuse, as well as Victoria Falls. Ashlee booked great accommodations that met our budget, but allowed for some splurges. We loved Na'ankuse (a wildlife refuge near Windhoek); Mushara Bush Camp near Etosha; Camp Kipwe for the desert-adapted elephants, beautiful sunsets and amazing guide Taffy; and Desert Homestead Outpost near Sossusvlei. In terms of activities, everything was great - from the Sandwich Harbor Excursion in Swakopmund (don't miss it!) to the elephant ride in Vic Falls and the Behind the Scenes tour at Na'ankuse.We did a self-drive tour and were slightly nervous before we got there, but the roads were well-marked and NTS provided a highlighted map and GPS with lodges programmed in there, so we never got lost. We would definitely a recommend a self-drive to anyone considering it. The four-wheel drive was great to have, especially on the dirt and gravel roads (which was most of the trip). We also got to drive to the Deadvlei in the sand with the four-wheel drive, which was a ton of fun. Note for those doing a self-drive - lower your air pressure somewhat on the gravel roads to help prevent flats. Also, cars are typically manual, so if you don't drive a manual, request an automatic upfront when booking. In bigger cities, we noticed that there were guys that would watch your car for you while you were at dinner, etc., for tips. This is perfectly normal. Also, make sure you know about how long of a drive you have each day before hand (Namibia is very big and drives can take a while due to bumpy roads and speed limits), so you don't jam pack too many activities and run out of time to actually drive to your next location/activity. We ended up having to move some activities around halfway through the trip because we realized we didn't have enough time to do everything in one day :) We added on a trip to Victoria Falls at the end, and due to the tight time frame we had, Ashlee set up a charter flight, which was nice to maximize our time in Victoria Falls. We would certainly recommend NTS for the service and help they provided to us!",8-Aug-17,Couples,Okaukuejo waterhole
Lovetotraveldubai,cyprus,Great,"Lots of very interesting rock paintings/ carvings. A piece of human history well preserved for generations. We found it easy to walk and climb various stairs. It might be a problem for older people. Also worth remembering is that there is absolutely no shade at the site so a hat, sunscreen and plenty of water is essential.",1-Feb-17,Couples,Namutoni
Lovetotraveldubai,cyprus,Good to visit,"Well looked after place. They have left some of the houses completely full of sand and some were more accessible to visitors. Quite clear distinction between housing for the bosses and for the workers. Some houses were beautifully decorated. Very interesting to see how much effort they made to keep their staff healthy: gym, bowling alley... . At the end of your walk through the abandoned town, restaurant is a good spot for a beer, cup of tea, sandwich. Staff very friendly, place nice and clean.",14-Feb-17,Couples,Dune 45
Lovetotraveldubai,cyprus,Ancient artists did well,"Quite big site with interesting 5000 years old carvings depicting animals of the area. Some were teaching stones showing animas and sizes of their hooves, paws etc... Carvers were of differing accomplishment and perhaps show how the young ones were taught in what were perhaps their schools. After seeing the carvings of lions, rhinos,  shaman , giraffes etc, we went to the site of stone organs ... Beautiful: nature's art at its best.",23-Jan-12,Couples,Onguma Bush Camp
lovetravelling247,"East Sussex, UK",Only good thing about Okaukuejo,"Definitely the only good thing about Okaukuejo! Very large seating area and we saw Rhino, giraffes and lions when we were there. The lighting used at night is not good for photos so best to just sit and enjoy the viewing. Certainly makes the evening longer to go down to the waterhole and sit, wait and watch.",20-Oct-18,Couples,Okaukuejo waterhole
Luc M,"Lierde, Belgium",Picture time,"You can go on top of the Big Mama, but you can also walk straight to it, right from the dune top. Best views are from the top of course, but for those who are not keen on climbing, it is absolutely fantastic to just see this valley from a lower level and take some pictures!",7-Nov-14,Family,Etosha_Pan
Luc P,Dendermonde,not worth the trouble of getting there,"although on the list of Unesco world heritage, this was a disappointing experience and not worth the trip from swakopmund on a bad gravel road and overnight to get here.Would strongly suggest to drive from Sossusvlei back to Windhoek and continue onto Etosha from there on the excellent tarred road",22-Sep-12,Family,Okaukuejo waterhole
Luca B,"Pistoia, Toscana, Italy",Namibia Tours and Safari the best agency I worked with in Africa,"I'm a great traveler (155 countries visited) and Namibia Tours and Safari is the best agency I worked with in Africa, their professionalism in dealing with people is top level as the services they offer. They are able to choose the best lodges in the top location and their drivers are simply unique!",5-Dec-23,Friends,Okaukuejo waterhole
Luca P,"Hannover, Germany",Incredible Namibia,"We just came back from our âNamibia Top Attractionsâ camping tour and it was a lifetime experience.It was our first time camping and we had the best teacher we could wish. Jephta has been much more than a guide to us, we got to know his beautiful soul through all the long drives, multiple dinners under the stars and all the knowledge he has about his home country.We fell in love with Namibia and all the unique and diverse landscapes has to offer.We would like to thank Philip too, who has been always available and fast to reply all our questions, making us feel safe in the preparation of our trip.Luca & Giovanni",7-Sep-23,Friends,Epupa Falls
LucGO,"Wil, Switzerland",The Road is a a disaster !,"Probably , it is a nice place to visit but the road towards twyfelfontein is a disaster. Even with a Toyota Pickup, It got very bumpy and I felt every body part when we got back to our lodge. For my opnion, it is not a must see during a Namibia trip.",27-Oct-15,Couples,Okaukuejo waterhole
lucia F,"Lugano, Switzerland",Unforgettable trip,"Trip to Namibia and Botswana in a group of 4 friends, by car with the guide/driver. Stages in 16 days: Windhoek, Sussusvlei, Swakopmund, Damaraland, Etosha, Caprivi,, Okavango Delta, Chobe, Victoria Falls). For the organization we relied on the Namibia Tours & Safari agency in Swakobmund, which took care of everything in detail. The experience was super positive: excellent itinerary planning and travel (mostly by car and for two stretches by plane), choice of beautiful lodges, some even amazing, impeccable assistance. Our guide (Burger) was very professional and reliable, as well as very nice, always ready to share information and experience. The agency and our guide took care of everything and we enjoyed breathtaking views, park safaris and many experiences in a fascinating world. I will certainly return to Namibia and Botswana. I can only say positive things about the agency",6-Jul-24,Friends,Okaukuejo waterhole
lucia798,Zurich,Wonderful & hassle-free :-D,"We did a half camping, half accommodated trip organized by this expert company. Well picked accommodations, well chosen stops, everything organized perfectly. What else do you need for your holidays?",30-Jan-16,Couples,Okaukuejo waterhole
LuciaSilvestris,"Bari, Italy",A FANTASTIC experience in Namibia !!,"Thanks to Namibia Tours & Safaris for their excellence in planning and performing all activities involved in this wonderful tour.  Everything was perfect: bookings, arrangements, car and accessories (emergency phone, dual spare tyres, full insurance,â¦..).  We were supplied with a very comfortable, new and safe vehicle, collected from and returned to the airport in Windhoek. The accommodation options were all fantastic. We both loved the scenery along the way, the changing environment as we traveled and the wild life was outstanding. We visited many of Namibia regions, deserts and parks, including Etosha Park. We appreciated a lot the suggestions and flexibility in planning together our 14 days self-drive tour. We wouldnât change anything. The support of our consultant, Leandrie, and the welcome services Simone were outstanding, a special thanks to them! Hope to come back in the next future!!",7-Aug-19,Couples,Desert Explores
LucyLu_Texas,"Houston, TX",A trip highlight - back in time,Old drawings from Bushmen/San tribes. excellent local guides & visitor center. It is HOT - bring water & wear study shoes are you will be climbing over rocks & trails.,1-Apr-18,Solo,Swakopmund Museum
Luftkrieger,"Rehoboth Beach, DE","I have traveled to many countries, but NAMIBIA will blow your mind away!!!","I did a 13 day trip to Namibia, with the final two days at Victoria Falls, Zimbabwe, which was the perfect way to finish this amazing adventure. Daniela Robberts from NTS guided us, step by step, with valuable insights and sensible suggestions regarding places, travelling times and accommodations. She was always very accommodating and extremely prompt to respond, even when I was already in Namibia I needed to get a hold of her.I was picked up by my driver/guide on my second day in Windhoek. She also arranged airport pick-up and drop off. I was presented with presented with a very nice itinerary, map & other important information regarding my trip by manual from our guide Eaze. It was our bible for the trip, providing detailed navigational information, particulars about the countryside we would pass through, vital tips, a list of each lodge with details of types of rooms and meal plan we had prepaid. A detailed map highlighted the route and Eaze will drive us through. Eaze was a blessing. He is one of the most knowledgeable guides I have ever had in any trip and will stop in any spot I wanted to stop for either a photo opportunity or because he had spotted something that I would probably would have missed along the way.The vehicle was comfortable and proved reliable throughout the 3,500 km I traveled on this trip. Most of the roads were gravel, but he drove carefully, and Namibia takes extremely good care of their dirt roads. Eaze always tried to get to lodges before sundown to avoid encountering animals on the roads. Following Danielaâs recommendation regarding an itinerary, I went south from the capital Windhoek to Sossusvlei, then the coast at Swakopmund, then South again to Walvis Bay & Sandwich Harbor, then a bit of the Skeleton Coast and into Damaraland. After that I headed to âgame countryâ in Etosha Pan, then through the Caprivi Strip and crossed the border to Botswana and into Zimbabwe to Victoria Falls National Park. The accommodations were of a much higher standard than I had expected. Travel with an open mind and make the best of the accommodations. Namibia is an extremely clean country, that included public bathrooms along the way. One of the highlights of the trip was the stay in the Elephant Camp in Victoria Falls National Park. The luxury tent has its own plunge pool and their staff was superb. It was a trip of a lifetime, thanks to the professionalism, care and dedication from staff at NTS.",25-Sep-15,Solo,Okaukuejo waterhole
luisfersolano,"San Jose, Costa Rica",Absolutely Fantastic Personalized 16 Day Tour,"I'm a photographer and I wanted to visit Namibia for a long time, finally I decided to do it this year with another photographer friend. It was short notice and Marta was so helpful every step of the way: recommending spots, arranging the best possible itineraries, and answering every possible question we had. The trip was FANTASTIC! One of the best experiences of our lives and we've traveled a lot around the world. Namibia is an outstanding country, with so much beauty and so much to offer. Wild Wind Safaris did a great job with the logistics of our private tour. Our guide was the best, very knowledgeable and helpful, he wanted us to feel welcomed and comfortable, always explaining us and teaching us about the land, the culture and the wildlife. He was flexible with us so that we could go and explore the best photo compositions and take our time with nature. We felt safe and relaxed throughout the entire trip. The lodges and accommodations were really good as well as the transportation. This was our first African experience and we are so grateful and satisfied to have chosen Namibia as our first country to explore in this beautiful continent, and Wild Wind Safaris as our guides in Namibia. Marta and Philip even met us for dinner during the last night and they are kind and warm people that we now call our friends. We will definitely return next year!",17-Aug-17,Friends,Okaukuejo waterhole
Lulu,"Maputo, Mozambique",Fascinating!,"The very well-guided tour through Kolmanskop is definitely worth the entrance fee. The tour can be taken in English or German, is very informative and with a bit under an hour at a very nice length. Our guide was knowledgeable, friendly, answered the children's questions and gave us a well-rounded insight into the history of Kolmanskop. After the tour, you can look at and enter all the houses to see some things in more detail. The old forgotten town is haunting and interesting with its ruins and small exhibitions of original objects and documents. I recommend wearing long pants, but open shoes, as it can get quite windy and sand is hitting your legs at quite a speed which is a bit uncomfortable.",28-Dec-14,Family,Okaukuejo waterhole
Lume G,Pretoria,Interesting part of history,"We loved finding out about this bit of history, it was well guided, and there was ample time for self exploration and so many photo opportunities!!",15-Feb-17,Couples,Okaukuejo waterhole
luroode,"Durban, South Africa",See it once,"It has to be seen to be believed, I am glad we saw Deadvlei and the dunes which are truly beautiful, bucket list tick but I wouldn't do it again :)",14-Sep-18,Couples,Namib Desert
LuxeFamilyFun,United States,Amazing Fun!!!,Dune 7 is really a great experience.  It's one of the largest sand dune's in the southern hemisphere (#4?).  I'm not sure how to validate that.It's absolute white powder sand - hard to walk in which makes the summit even more difficult.  It's easy to fall.Our kids loved this - Walvis Bay is really a cool spot.,3-Jan-18,Family,Epupa Falls
LuxeFamilyFun,United States,Amazing....Do Not Miss...,"If you happen to find yourself in Luderitz, Namibia, do not miss the chance to visit the Kolmanskop Ghost Town.  It's a 20 minute drive from downtown Luderitz, and take a taxi to visit here.  Once onsite, make sure you take a guided tour.  The backstory to how the town was created was just as interesting as the town itself.  This is a complete ghost town.  Nobody lives here.  It was abandoned 70+ years ago and is being consumed by the sand.  Someone will dig it up 1000 years from now and wonder what happened.  The town was created around the discovery and then mining of diamonds.  As this company town found the diamonds to be more significant elsewhere, they completely abandoned the property and left it intact to deteriorate.  It's eerie - out in the middle of nowhere.  Kids loved it and so did adults.",5-Jan-18,Family,Okaukuejo waterhole
LWFL,"Reading, UK",Outstanding visit - close to nature,"You see the pictures of Spitzkoppe and you expect to see what you have seen but when you are there in the flesh, it is just totally amazing. It is better in reality the pictures don't give it any justice!We stayed at Spitzkoppe campsite and it pays to get there a bit earlier as it's first come first serve. Camping so close to these majestic mountains is truly an experience not to be missed.",19-Aug-23,Family,Daan Viljoen Nature Reserve
lwtomcat,"New York City, NY",Bungalows are completely overpriced for what it has to offer.,Beautiful area but accommodations are overpriced with very little to offer.  Basic cabins especially when you are out and completely on your own once fees are paid.,25-Oct-12,Friends,Namutoni
Lyds,"London, UK",Too hot to climb!,We went to Dune 45 for sunrise so were knackered by the time we got to Bug Daddy. The road down in tough and requires some experience with 4x4. Thereâs a shuttle that catches the cars struggling but you have to pay R170pp for the 5 minute ride and then wait ages for a free vehicle back to wherever you left your car stranded. Bit of a rip off really! Big Daddy is cool but like I said we were tired after the morning and so just did the short walk around it rather than up it! Cool though!,27-Sep-19,Couples,Okaukuejo waterhole
Lynda D,"Walvis Bay, Namibia",Awesome,Simply stunning-do not miss it! Awesome photography and not too many people in September. temperature approx 40 degrees so need a hat etc.,10-Sep-14,Solo,Spitzkoppe
Lyndy J,"Sydney, Australia",Very popular and crowded camp and dining.,"It is a very popular camp but the facilities do not cope with the amount of people coming in by car and in buses. Buses come in later and leave early and make a lot of noise as they come and go. Hot water runs out very quickly. Toilets get blocked frequently. Very interesting driving around to get to your campsite. The dining area is overcrowded and understaffed and the staff that are there need a little more training. The highlight of the two nights we spent there was seeing the Rhinos come to the waterhole late at night - as well as Giraffes,Elephants and others. Great viewing area - pity people have to make so much noise there.",11-Oct-18,Friends,Namib Desert
Lyon,"Lyon, France",Just good,"We booked for cheetah run and cheetah drive in the morning. We spend 1100 nad for this activities and we are a little bit disappointed. In fact the cheetahs are running every day at 8am and so used to see the lure that they are not really excited and run only some minutes. The cheetah drive definitely doesn't worth the amount you pay for. You gonna see 4 cheetahs laying on the ground and one dog far away. 30mn for 1100nad. On another hand, what the foundation is doing is really good and helpful for the cheetahs to survive and be still existing in the future. The price you pay is more a donation that something else.",13-Sep-19,Friends,Okaukuejo waterhole
m l,"London, UK",Hard work,Walked up to big daddy's knees I think.  Hard work but great views and would probably have been amazing views if had made it to the top!,17-Mar-17,Friends,Okaukuejo waterhole
Maarten B,"Amsterdam, The Netherlands",Maarten & Jimmy from desert to falls,"We have experienced a wonderful 15 days in Namibia, Botswana and Vic Falls via a professional, flexible, customer oriented and personal tailor made approach of  Namibia Tours & Travels agent Tanya Coetzee.Having traveled for over a 100 times all over Africa over the last 15 years and yet experiencing only now my finest trip ever, tells me a lot. Apart from the beauty of the Namibian landscapes, its variety and tourism professionality, we felt best by the complete and well organized programme, which gave us plenty of freedom to 'do' Africa our own way, yet the comfort of a secure and quality programme book.Last but not least, due to the excellent preparations I found time to bond on a unique one-on-one level with my youngest son, which has made this a trip never to forget.Thank you Tanya and Namibia Tours & Safaris",9-May-16,Family,Desert Explores
MaBri2013,"Brussels, Belgium",Great trip !,"We travelled in August 2016 in Namibia with three kids of 11,14 and 18.The trip was organized by Namibia Tours& Safaris but we were driving ourselves. It was very professional and very well organized. Everything went very well and we loved the country.The only negative point was that we had to drive a car of the Namibia Tours & Safaris' company, a 4x4 Nissan, but even if the car was almost new, this type of car was very uncomfortable for three big kids at the back ! We tried to get another car but it seems that was not possible or that the agency did not try to get one for us. Apart from this small negative point,, the whole trip was great ! And our travel agent was very helpful and very pro-active before and during the whole trip !",24-Aug-16,Family,Otjikoto Lake
Madri V,"George, South Africa",Fantastic.,"Worth going, but do take your time.  There is a lot of detail to see.  We were there on new year's day without a guide, because the place was actually 'closed', although it was supposed to be open, according to the hours at the office.  Anyway..... I think it is much more interesting to go with a guide.  The museum and some buildings were locked, so we couldn't go inside, but still a fantastic place to see.",15-Jan-16,Family,Dune 7
Madrid,"Madrid, Spain",Good place for cheetah conservation,"Given that cheetas can be shot in namibia if found wandering around properties where they do not belong, this cheetah conservation takes care of these animals welfare and preservation. You can see how they react while being fed.",26-Jun-17,Family,Daan Viljoen Nature Reserve
Magatho M,Maldives,Loved this small craft centre,I went there looking for guys to take back home and o was really impressed by this place.It's not as large as some Asian count it's really well setup. It's best and the goods are well presented. The people don't crowd you. The selection is what it is but that could be because I am from southern Africa. I still enjoyed this place. There's parking on the grounds and a nice coffee shop. It really is a pleasant place with a small but large enough selection.,16-Feb-18,Solo,Heroes Acre
maggie_oakly,"Wellington, New Zealand",Fantastic holiday!,"We did a 2-3 day Sossusvlei fly in /fly out Tour which was arranged by Namibia Tours & Safaris.  We had an absolute fabulous time, everything went according to plan, our Consultant was very efficient, helpful and friendly and so were all the other staff at the Hoodia Lodge and Airline.  I arranged our holiday package out of New Zealand and was so happy that everything went smoothly.  I can definitely recommend their services to other travelers!",12-Jan-17,Couples,Epupa Falls
Mag-MTL,"Montreal, Canada","19 days of happiness, infinite smiles and unexpected experiences.","More than 15 years ago, I dreamt about Namibia, and in 2023, my dream came true because of the professionalism, passion, kindness, and human being of the Namibia Tour & Safari Team (NTS).Special thanks to Kirsti and Sammy for being so reactive; less than two weeks to organize the journey! And for their terrific support and recommendations. I chose a private guided tour, and travelling alone was not easy, but they assured me at each step of the short process.The process of designing and booking a journey with NTS is excellent.Some highlights: You receive a link with all the details about your journey: daily itinerary, accommodation information, trip map, activities included and optional. You can change everything you want. For example, after we agreed on a tour, and when they booked my accommodations, I requested a change, and they did it in less than one day. They share an easy-to-use app with all the information you need to carry on your journey easily.When your journey begins, and you arrive at the airport, you get your surprise bag! A lovely attention from the NTS team to start the trip. The schedule for 19 days is busy, but when you start, you have no idea about the exceptional adventure you will have.Second, every day, I was excited to discover the accommodation. Even if they share with you pictures and information, when you arrive on-site, it is always a terrific surprise. They work with partners offering high-quality services. Sometimes, I told myself, is it real? Lodges located in incredible locations will all commodities. Third, activities recommendations. They are not pushing you to take activities non-included. They have suggestions, of course, and you do what you want. As I said, they work with high-quality partners; you are never disappointed.  Must have: Air Balloon in Sossusvlei, 4x4 in Walvis Bay, and Game Drive in Onguma & Onkojima.Guide:I had the privilege to travel around Namibia with the guide, Burger Jordaan. He made this journey extraordinary through his knowledge, passion, and craziness (like me). With Burger, you can talk about everything: cooking (he has secret recipes), geology, wildlife, history, legends, sports, and more. I had incredible experiences: survival training, Khowarib Canyon, Sossusleiv at Sunsetâ¦Iâm glad and grateful to have the chance to discover your fantastic country with my new friend, Burger!  If you want a unique journey, donât hesitate to call NTS! They will care for you, and you will fall in love with Namibia. I already have plans with family and friends to come back really soon!!",9-Sep-23,Solo,Daan Viljoen Nature Reserve
Magriet11,"Cape Town, South Africa",Unique landscape,The vlei needs to be seen in all its moods and this means morning and evening!  Access is not necessarily easy but the visit is a must!,29-Apr-14,Couples,Okaukuejo waterhole
Magriet11,"Cape Town, South Africa",Photographic heaven,We made the side trip to Luderitz quite specifically to see Kolmanskop and to take photographs.  We were not disappointed.  We obtained photographic permits (quite expensive at $N 200 per person) - but they allow you in at sunrise and you can come in and out all day - leaving at sunset.  Well worth it as you miss the crowds and take photographs of the houses by themselves.  The guided tour is included and was interesting and well presented.  The coffee shop serves great coffee and scones!It is great from a photographic point of view - lots of wonderful angles and perspectives.  I would heartily recommend this as an integral part of a trip to Namibia.  It might be interesting to try and get to Pomona as well - a bit further down the coast in the Spergebiet.,5-Sep-13,Friends,Onguma Bush Camp
mahlegrand,"Soest, The Netherlands",Great walk,"When in normal condition it takes about one hour. Go at sunset and bring at least 1,5 liter water per person. Enjoy the view and the trip down is even greater. Face down and start running.Don't forget to bring a visit to Deadvlei. It's when facing on top to the parking lot on 10 o clock.Enjoy.",28-Feb-17,Friends,Onguma Bush Camp
mahlegrand,"Soest, The Netherlands",Must visit!,"Deadvlei is a must visit. When driving with your own care, you do good to deflate your tires. We were the first driving into the deadvlei part and almost got stuck While deflating the tires of our 4x4, an other couple got stuck. It's easy to do with a 4x4, but our advise is deflate them a bit and full throttle! You can inflate them at the gas station at the begin of the park again.Deadvlei itself is breathtaking. Climb Big Daddy early morning so it's not to hot and don't forget to bring at least 1,5 liter of water per person. The view is awesome. The going down part is even better. Look straight down and start running, it's great. If you wanna find the dead trees. They are from the car park looking to Big Daddy on two o clock. From the top of Big Daddy you will see them on your left if you look to the parking lot.Enjoy!",28-Feb-17,Friends,Epupa Falls
Mahriah,"Seattle, WA",Amazing place to visit!,"This was amazing to see! It looks like no place else on Earth. We took the shuttle from the parking lot. It did take awhile for us to be able to catch the return shuttle. Even in May, the temperature was very hot, so try to get there as early as you can. It is especially amazing that it actually isn't more crowded to see a sight like this. There were other people when we first arrived, but we waited until they left and had quite a while by ourselves there before the next group of people arrived. Make sure to bring your water bottles, as there is a little bit of a walk through sand.",25-Aug-15,Couples,Okaukuejo waterhole
Maija63,"Melkbosstrand, South Africa",Not to be missed!,"Well structured - there is an organised tour with a very knowlegable guide and you are then allowed to wander freely around the town.  The coffee shop is lovely although expensive, but what else can you expect in the desert? The gift shop has some very interesting 'alternative' things.  Go on the first tour of the morning before it gets too hot (if you are there in Summer) and before the second load of tourists arrive.  You will have more time.  It is a fascinating experience, but not really suitable for toddlers - there are lots of hazzards for little people.",20-Dec-12,Family,Okaukuejo waterhole
MairGravatt,"Bristol, UK",slightly disappointed,While I understand the importance and significance of rock art around the world I was slightly disappointed with this location.  If we had had to make a detour from our route then I would have been slightly disappointed.  Having said that it was interesting and we had a great guide.,29-Jul-16,Couples,Okaukuejo waterhole
Maja S,"Amsterdam, The Netherlands",Really In-the-middle-of-nowhere,"It is very beautiful - and I would recommend to visit it in the late afternoon. It tends to be very hot during the day with a lack of shade and there isn't much to do. It is nice to have a walk around (and on the top of that rock) towards the evening, when it starts to get cooler.",7-Oct-15,Couples,Okaukuejo waterhole
Maksim B,"London, UK",Beautiful rocks!,"Going to Spitzkoppe is one of the things you should do if you are looking for attractions and things to see around Swakopmund and towards direction of Windhoek. Just get on the B2 road and drive for 90 minutes from Swakopmund and enjoy these beautiful rocks. The place is really beautiful, especially if you are there during the low season and you spend there camping a day and a night.This will allow you to see its beauty during the day, at sunset and at night when you will see the beautiful sky. Make sure to go there with proper camera equipment if you will be camping overnight. There are several places where you can camp, there is a sort of small bar/diner/restaurant at the entrance of the area as well. Of course, you also do it as a day trip, but make sure to go there early so that you can be spared by the sun.",9-Jan-22,Couples,Okaukuejo waterhole
